flight_id,flight_date,carrier_code,flight_number,tail_number,origin_airport,dest_airport,sched_dep_time,dep_time,dep_delay,taxi_out,sched_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,distance,air_time,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
97116,2024-04-22,UA,3554,N114UA,PHL,SFO,20:05,20:00,-5,13,02:18,02:17,-1,0,,0,2515,356,0,0,0,0,0
97117,2024-09-24,WN,1204,N104WN,JFK,LAX,11:05,11:02,-3,15,17:14,17:12,-2,0,,0,2470,343,0,0,0,0,0
97118,2024-12-29,AA,1096,N103AA,PDX,IAD,09:40,09:39,-1,19,15:30,15:25,-5,0,,0,2321,322,0,0,0,0,0
97119,2024-06-09,UA,212,N139UA,ATL,MIA,07:55,07:51,-4,17,10:05,09:56,-9,0,,0,596,98,0,0,0,0,0
97120,2024-10-03,AS,5074,N182AS,SFO,IAD,11:10,11:04,-6,16,17:08,17:08,0,0,,0,2413,337,0,0,0,0,0
97121,2024-07-04,UA,3274,N211UA,AUS,SAN,14:45,15:03,18,15,17:59,18:09,10,0,,0,1162,167,0,0,0,0,0
97122,2024-07-28,UA,2433,N174UA,DEN,MCO,07:05,07:04,-1,17,11:10,11:17,7,0,,0,1545,226,0,0,0,0,0
97123,2024-02-11,WN,2041,N218WN,LAX,TPA,18:15,18:30,15,13,23:36,23:51,15,0,,0,2154,303,9,2,2,0,2
97124,2024-08-09,OO,4281,N122OO,SLC,ATL,05:45,05:45,0,25,10:03,10:02,-1,0,,0,1587,224,0,0,0,0,0
97125,2024-10-28,AS,3621,N132AS,MDW,MIA,12:05,12:07,2,19,15:25,15:36,11,0,,0,1184,180,0,0,0,0,0
97126,2024-09-15,AS,664,N151AS,JFK,SEA,16:30,16:26,-4,19,22:31,22:30,-1,0,,0,2415,336,0,0,0,0,0
97127,2024-02-22,UA,3431,N104UA,FLL,IAD,18:05,18:00,-5,16,20:48,20:46,-2,0,,0,903,141,0,0,0,0,0
97128,2024-03-02,DL,1477,N206DL,EWR,ATL,10:20,10:17,-3,21,12:45,12:51,6,0,,0,745,119,0,0,0,0,0
97129,2024-11-02,UA,1876,N197UA,DFW,MSP,07:55,07:55,0,27,10:37,10:44,7,0,,0,853,133,0,0,0,0,0
97130,2024-11-13,WN,5186,N115WN,BWI,MSP,17:50,17:57,7,17,20:39,20:38,-1,0,,0,934,137,0,0,0,0,0
97131,2024-07-23,DL,4966,N213DL,BWI,IAD,18:55,18:53,-2,20,19:55,19:52,-3,0,,0,120,36,0,0,0,0,0
97132,2024-03-30,UA,2379,N210UA,BNA,MIA,04:20,04:17,-3,14,06:50,06:45,-5,0,,0,807,127,0,0,0,0,0
97133,2024-03-10,AA,732,N119AA,MIA,LAS,13:20,13:20,0,20,18:52,18:51,-1,0,,0,2171,305,0,0,0,0,0
97134,2024-03-31,HA,1967,N145HA,BNA,PHX,19:15,20:08,53,15,23:05,23:49,44,0,,0,1445,199,12,0,6,0,26
97135,2024-09-24,B6,3344,N133B6,JFK,ORD,06:35,06:35,0,19,08:54,09:00,6,0,,0,738,119,0,0,0,0,0
97136,2024-12-10,DL,3761,N185DL,MSP,PHL,14:10,14:15,5,27,17:11,17:18,7,0,,0,978,149,0,0,0,0,0
97137,2024-02-16,AS,1105,N183AS,MDW,PHL,07:40,07:37,-3,19,09:56,09:52,-4,0,,0,667,106,0,0,0,0,0
97138,2024-01-16,WN,696,N172WN,PDX,BNA,07:20,07:41,21,14,12:18,12:35,17,0,,0,1968,276,10,1,6,0,0
97139,2024-12-31,WN,5595,N173WN,PHL,BNA,19:40,19:40,0,19,21:53,21:56,3,0,,0,674,112,0,0,0,0,0
97140,2024-07-13,DL,446,N192DL,TPA,LAX,08:25,08:17,-8,13,13:52,13:45,-7,0,,0,2154,303,0,0,0,0,0
97141,2024-10-16,AA,5065,N202AA,ATL,AUS,17:30,17:35,5,15,19:59,20:03,4,0,,0,811,128,0,0,0,0,0
97142,2024-08-21,DL,5993,N181DL,LAX,MDW,11:40,11:37,-3,21,16:13,16:15,2,0,,0,1747,254,0,0,0,0,0
97143,2024-10-28,AA,3108,N158AA,LAS,PDX,08:55,08:55,0,18,11:22,11:23,1,0,,0,763,119,0,0,0,0,0
97144,2024-03-27,G4,5134,N215G4,DAL,ATL,11:55,11:54,-1,24,14:17,14:19,2,0,,0,720,114,0,0,0,0,0
97145,2024-03-04,B6,2980,N122B6,MSP,DAL,16:45,16:46,1,20,19:22,19:21,-1,0,,0,854,129,0,0,0,0,0
97146,2024-07-08,AS,4139,N151AS,MDW,CLT,05:20,05:20,0,13,07:16,07:20,4,0,,0,584,102,0,0,0,0,0
97147,2024-06-30,MQ,5799,N199MQ,IAD,DEN,12:15,12:12,-3,17,16:09,16:04,-5,0,,0,1449,210,0,0,0,0,0
97148,2024-03-22,DL,3660,N211DL,ORD,JFK,09:00,09:09,9,16,11:18,11:24,6,0,,0,738,113,0,0,0,0,0
97149,2024-05-10,DL,1441,N129DL,BNA,EWR,13:55,13:53,-2,14,16:13,16:14,1,0,,0,746,119,0,0,0,0,0
97150,2024-08-26,WN,5215,N112WN,LAX,ATL,07:05,07:47,42,26,12:10,12:47,37,0,,0,1942,267,19,1,12,0,5
97151,2024-05-19,AS,1972,N183AS,TPA,DEN,11:50,11:43,-7,17,15:58,15:51,-7,0,,0,1505,221,0,0,0,0,0
97152,2024-02-07,NK,2381,N142NK,ORD,DTW,20:55,21:30,35,15,22:10,22:45,35,0,,0,234,54,6,10,2,0,17
97153,2024-11-29,F9,4712,N106F9,ATL,JFK,04:45,05:26,41,13,07:09,07:44,35,0,,0,759,118,30,2,0,1,2
97154,2024-03-31,AA,963,N165AA,PDX,BNA,17:20,17:17,-3,20,22:26,22:21,-5,0,,0,1968,278,0,0,0,0,0
97155,2024-05-25,WN,2164,N109WN,BNA,LAX,18:30,18:51,21,17,23:10,23:21,11,0,,0,1794,250,0,0,0,0,0
97156,2024-03-24,OO,2238,N101OO,PHX,EWR,16:45,16:46,1,16,22:09,22:02,-7,0,,0,2128,297,0,0,0,0,0
97157,2024-06-11,AS,3458,N170AS,PHX,ORD,15:50,15:50,0,19,19:41,19:41,0,0,,0,1437,209,0,0,0,0,0
97158,2024-12-05,AS,1401,N155AS,EWR,BOS,14:40,14:37,-3,29,15:54,15:59,5,0,,0,201,47,0,0,0,0,0
97159,2024-07-16,AA,5301,N155AA,PHL,SFO,05:35,06:02,27,18,11:51,12:14,23,0,,0,2515,346,9,2,9,0,3
97160,2024-12-23,B6,1281,N156B6,PDX,SEA,06:00,06:14,14,21,07:08,07:17,9,0,,0,129,36,0,0,0,0,0
97161,2024-11-27,MQ,2638,N207MQ,LAX,LAS,09:40,09:47,7,19,11:02,11:05,3,0,,0,236,48,0,0,0,0,0
97162,2024-09-29,DL,1186,N106DL,BOS,MIA,05:20,05:20,0,17,08:46,08:39,-7,0,,0,1260,178,0,0,0,0,0
97163,2024-03-10,DL,4164,N134DL,BOS,MDW,17:15,17:14,-1,25,19:50,19:54,4,0,,0,858,131,0,0,0,0,0
97164,2024-10-29,OO,2310,N218OO,LAS,JFK,12:45,12:43,-2,16,18:19,18:20,1,0,,0,2243,318,0,0,0,0,0
97165,2024-11-05,B6,2832,N186B6,BNA,ATL,08:05,08:11,6,20,09:16,09:32,16,0,,0,214,49,8,1,3,0,4
97166,2024-09-27,UA,5071,N199UA,PHX,JFK,05:40,05:39,-1,21,11:12,11:22,10,0,,0,2149,311,0,0,0,0,0
97167,2024-01-09,AA,161,N116AA,BWI,PHX,12:15,12:14,-1,9,17:23,17:13,-10,0,,0,1994,279,0,0,0,0,0
97168,2024-07-14,AA,3860,N194AA,CLT,BWI,09:50,09:44,-6,24,11:26,11:27,1,0,,0,361,67,0,0,0,0,0
97169,2024-01-03,AA,5368,N174AA,PHX,FLL,15:50,15:52,2,20,20:50,20:58,8,0,,0,1969,282,0,0,0,0,0
97170,2024-09-25,MQ,160,N145MQ,CLT,PDX,18:45,18:37,-8,9,00:22,00:11,-11,0,,0,2277,319,0,0,0,0,0
97171,2024-12-17,DL,4201,N205DL,AUS,FLL,17:35,17:32,-3,18,20:51,20:48,-3,0,,0,1103,168,0,0,0,0,0
97172,2024-01-06,UA,726,N187UA,LAS,ATL,09:50,09:50,0,23,14:24,14:24,0,0,,0,1743,244,0,0,0,0,0
97173,2024-08-21,F9,5916,N157F9,SFO,MDW,07:40,09:39,119,30,12:34,14:27,113,0,,0,1850,247,71,2,33,0,7
97174,2024-03-06,AS,5628,N176AS,DTW,DAL,14:00,13:58,-2,21,16:59,16:58,-1,0,,0,981,150,0,0,0,0,0
97175,2024-04-05,DL,397,N102DL,DTW,MDW,06:10,06:06,-4,16,07:29,07:26,-3,0,,0,228,55,0,0,0,0,0
97176,2024-04-21,OO,852,N127OO,FLL,BOS,15:35,15:34,-1,13,19:03,19:05,2,0,,0,1239,184,0,0,0,0,0
97177,2024-05-04,WN,5599,N141WN,SEA,SAN,08:00,08:01,1,11,11:02,11:02,0,0,,0,1052,159,0,0,0,0,0
97178,2024-02-10,MQ,3936,N135MQ,EWR,ORD,11:50,11:47,-3,16,14:07,14:05,-2,0,,0,717,117,0,0,0,0,0
97179,2024-01-07,UA,4816,N185UA,MCO,MSP,17:05,17:02,-3,21,20:44,20:48,4,0,,0,1311,196,0,0,0,0,0
97180,2024-10-03,OO,2808,N105OO,SAN,SEA,08:00,08:00,0,20,11:03,11:11,8,0,,0,1052,162,0,0,0,0,0
97181,2024-07-27,UA,4998,N206UA,JFK,DTW,12:40,12:37,-3,29,14:33,14:42,9,0,,0,508,89,0,0,0,0,0
97182,2024-07-11,UA,2715,N206UA,ATL,IAH,10:25,10:23,-2,23,12:49,12:50,1,0,,0,688,113,0,0,0,0,0
97183,2024-06-08,OO,3250,N149OO,DTW,BNA,11:05,11:04,-1,21,12:51,12:55,4,0,,0,457,87,0,0,0,0,0
97184,2024-04-05,AS,1383,N134AS,PDX,MCO,15:20,16:13,53,13,21:35,22:15,40,0,,0,2531,341,26,2,2,0,10
97185,2024-09-03,AA,3108,N119AA,SEA,EWR,14:05,14:47,42,13,20:04,20:36,32,0,,0,2395,325,16,4,1,0,11
97186,2024-01-06,AA,4790,N195AA,DTW,FLL,12:10,12:07,-3,13,15:21,15:20,-1,0,,0,1130,169,0,0,0,0,0
97187,2024-02-10,AA,2757,N183AA,LAX,SAN,19:30,19:20,-10,14,20:30,20:24,-6,0,,0,120,44,0,0,0,0,0
97188,2024-02-02,AS,3751,N167AS,IAH,EWR,12:30,12:29,-1,18,16:22,16:26,4,0,,0,1398,209,0,0,0,0,0
97189,2024-06-01,DL,3944,N120DL,DFW,PHX,11:20,11:16,-4,19,13:59,13:50,-9,0,,0,866,130,0,0,0,0,0
97190,2024-10-06,WN,1391,N128WN,SFO,ORD,17:50,18:04,14,25,22:43,23:04,21,0,,0,1842,266,9,2,9,0,1
97191,2024-04-04,OO,3755,N209OO,AUS,MCO,06:50,06:47,-3,19,09:46,09:38,-8,0,,0,992,147,0,0,0,0,0
97192,2024-08-30,DL,4374,N146DL,MCO,DEN,06:25,,0,0,10:32,,0,1,B,0,1545,0,0,0,0,0,0
97193,2024-04-15,AA,5943,N172AA,ORD,PHX,18:30,18:31,1,13,22:19,22:25,6,0,,0,1437,212,0,0,0,0,0
97194,2024-01-09,WN,205,N208WN,MSP,SFO,18:45,18:42,-3,20,22:58,23:03,5,0,,0,1586,232,0,0,0,0,0
97195,2024-04-02,B6,2982,N164B6,BWI,ORD,20:05,20:05,0,13,22:11,22:04,-7,0,,0,620,98,0,0,0,0,0
97196,2024-05-05,WN,1557,N135WN,AUS,SAN,07:50,07:55,5,15,11:02,11:09,7,0,,0,1162,174,0,0,0,0,0
97197,2024-03-07,HA,2296,N164HA,SAN,PHX,13:10,13:08,-2,15,14:35,14:36,1,0,,0,304,62,0,0,0,0,0
97198,2024-01-04,AA,328,N216AA,BWI,BOS,17:45,17:47,2,15,19:22,19:14,-8,0,,0,369,60,0,0,0,0,0
97199,2024-02-23,NK,5331,N162NK,ATL,BWI,06:05,06:00,-5,13,08:04,08:03,-1,0,,0,576,99,0,0,0,0,0
97200,2024-12-06,AA,5655,N150AA,FLL,DFW,12:15,12:09,-6,13,15:24,15:21,-3,0,,0,1118,168,0,0,0,0,0
97201,2024-05-13,AA,1404,N179AA,ATL,DFW,15:00,15:00,0,14,17:22,17:20,-2,0,,0,730,117,0,0,0,0,0
97202,2024-02-14,AA,860,N184AA,BOS,FLL,09:30,11:29,119,23,13:00,14:48,108,0,,0,1239,170,52,7,38,0,11
97203,2024-08-12,AS,3218,N110AS,DFW,DAL,02:25,02:20,-5,19,03:31,03:33,2,0,,0,120,43,0,0,0,0,0
97204,2024-05-21,DL,408,N168DL,DAL,MDW,15:00,15:00,0,25,17:30,17:39,9,0,,0,794,130,0,0,0,0,0
97205,2024-12-05,AA,1120,N191AA,IAH,MSP,20:40,20:55,15,24,23:39,23:59,20,0,,0,1036,157,10,3,3,0,4
97206,2024-06-19,WN,5731,N202WN,FLL,SFO,22:15,22:18,3,20,04:43,04:53,10,0,,0,2580,365,0,0,0,0,0
97207,2024-11-06,AA,5427,N153AA,DFW,IAD,15:00,15:00,0,25,18:24,18:31,7,0,,0,1170,176,0,0,0,0,0
97208,2024-06-13,OO,2216,N136OO,DEN,MDW,11:40,12:18,38,17,14:18,14:50,32,0,,0,893,132,21,5,1,0,5
97209,2024-07-22,OO,3230,N197OO,ORD,PHL,18:30,18:28,-2,20,20:44,20:45,1,0,,0,676,110,0,0,0,0,0
97210,2024-09-28,WN,3820,N166WN,PHX,TPA,08:40,08:40,0,22,13:18,13:28,10,0,,0,1785,258,0,0,0,0,0
97211,2024-09-29,DL,2729,N188DL,DTW,SLC,07:10,09:15,125,11,11:11,13:00,109,0,,0,1477,203,27,11,65,0,6
97212,2024-09-07,AA,2781,N219AA,CLT,TPA,17:45,17:47,2,8,19:36,19:32,-4,0,,0,509,90,0,0,0,0,0
97213,2024-03-11,OO,4459,N136OO,SEA,MIA,11:45,11:48,3,25,18:33,18:37,4,0,,0,2721,373,0,0,0,0,0
97214,2024-12-11,DL,4234,N109DL,LAS,BOS,02:45,02:48,3,20,08:45,08:48,3,0,,0,2375,333,0,0,0,0,0
97215,2024-09-11,OO,1851,N122OO,ATL,BNA,09:55,09:55,0,19,11:07,11:07,0,0,,0,214,45,0,0,0,0,0
97216,2024-05-08,AA,4663,N110AA,DAL,MCO,08:45,08:48,3,18,11:42,11:43,1,0,,0,972,149,0,0,0,0,0
97217,2024-01-02,NK,5082,N119NK,SFO,DAL,10:35,11:08,33,24,14:36,15:09,33,0,,0,1473,207,17,10,4,0,2
97218,2024-12-16,AA,4090,N130AA,SFO,IAD,04:15,04:14,-1,24,10:22,10:24,2,0,,0,2413,335,0,0,0,0,0
97219,2024-03-24,OO,3930,N136OO,DFW,MDW,06:30,06:31,1,17,09:01,09:08,7,0,,0,797,128,0,0,0,0,0
97220,2024-12-22,AA,1857,N172AA,EWR,MDW,17:20,17:15,-5,24,19:40,19:47,7,0,,0,709,119,0,0,0,0,0
97221,2024-05-02,DL,565,N148DL,MSP,LAX,14:35,14:33,-2,17,18:36,18:39,3,0,,0,1533,222,0,0,0,0,0
97222,2024-06-09,DL,2158,N104DL,PHX,PDX,05:35,05:34,-1,22,08:38,08:36,-2,0,,0,1010,149,0,0,0,0,0
97223,2024-11-16,AA,5943,N144AA,AUS,DEN,14:45,14:42,-3,24,17:11,17:13,2,0,,0,776,120,0,0,0,0,0
97224,2024-11-02,AA,5468,N177AA,LAX,PHX,19:15,19:15,0,21,20:49,20:51,2,0,,0,370,68,0,0,0,0,0
97225,2024-06-09,DL,2225,N214DL,DEN,FLL,13:05,13:03,-2,21,17:31,17:34,3,0,,0,1702,242,0,0,0,0,0
97226,2024-01-03,DL,4080,N182DL,DAL,LAX,07:30,07:30,0,13,10:56,10:49,-7,0,,0,1244,182,0,0,0,0,0
97227,2024-08-16,UA,5017,N126UA,MCO,IAD,11:10,11:09,-1,22,13:39,13:43,4,0,,0,760,124,0,0,0,0,0
97228,2024-02-29,UA,5767,N196UA,SLC,JFK,19:30,20:28,58,15,00:34,01:24,50,0,,0,1984,272,5,10,1,0,34
97229,2024-06-20,WN,3963,N163WN,PHX,JFK,16:50,17:39,49,11,22:13,22:46,33,0,,0,2149,291,11,3,10,0,9
97230,2024-04-13,UA,812,N105UA,MDW,LAX,12:25,12:25,0,21,17:04,17:06,2,0,,0,1747,252,0,0,0,0,0
97231,2024-05-12,AA,608,N190AA,ATL,LAX,22:35,22:35,0,22,03:38,03:45,7,0,,0,1942,277,0,0,0,0,0
97232,2024-02-12,F9,4907,N150F9,PHL,TPA,14:20,14:20,0,16,17:04,17:07,3,0,,0,921,143,0,0,0,0,0
97233,2024-10-29,NK,1594,N118NK,LAX,SLC,14:00,14:04,4,16,16:01,16:03,2,0,,0,590,96,0,0,0,0,0
97234,2024-08-16,OO,4234,N159OO,DEN,SAN,21:10,21:03,-7,20,23:49,23:39,-10,0,,0,852,128,0,0,0,0,0
97235,2024-01-06,AA,2933,N118AA,DEN,LAX,12:35,13:18,43,23,15:18,15:47,29,0,,0,861,117,9,13,6,0,1
97236,2024-07-06,UA,1095,N128UA,DFW,MCO,17:55,17:55,0,26,20:49,20:56,7,0,,0,983,151,0,0,0,0,0
97237,2024-01-06,UA,775,N142UA,PDX,MSP,13:30,13:32,2,18,17:24,17:31,7,0,,0,1422,214,0,0,0,0,0
97238,2024-10-12,WN,4201,N117WN,JFK,SLC,13:35,13:30,-5,24,18:42,18:28,-14,0,,0,1984,271,0,0,0,0,0
97239,2024-04-10,AS,3537,N150AS,DAL,PDX,13:15,13:15,0,20,17:35,17:36,1,0,,0,1624,235,0,0,0,0,0
97240,2024-08-07,OO,4953,N134OO,DFW,MSP,12:25,12:22,-3,22,14:59,15:03,4,0,,0,853,133,0,0,0,0,0
97241,2024-05-17,DL,4332,N191DL,ORD,PHX,15:45,15:43,-2,28,19:41,19:54,13,0,,0,1437,214,0,0,0,0,0
97242,2024-06-04,UA,4395,N201UA,PDX,BNA,09:35,09:38,3,15,14:35,14:37,2,0,,0,1968,280,0,0,0,0,0
97243,2024-09-18,DL,1234,N126DL,IAD,DEN,10:10,10:32,22,21,14:08,14:27,19,0,,0,1449,207,14,1,3,0,1
97244,2024-03-13,AS,3165,N148AS,PHX,FLL,12:55,12:52,-3,24,18:03,18:06,3,0,,0,1969,282,0,0,0,0,0
97245,2024-10-06,AS,2037,N111AS,MSP,LAX,18:00,18:01,1,13,22:09,21:57,-12,0,,0,1533,217,0,0,0,0,0
97246,2024-02-21,B6,5578,N114B6,LAS,ORD,16:15,16:11,-4,12,20:12,20:05,-7,0,,0,1511,219,0,0,0,0,0
97247,2024-03-22,UA,799,N131UA,JFK,LAX,07:25,07:22,-3,17,13:32,13:36,4,0,,0,2470,348,0,0,0,0,0
97248,2024-11-19,AS,4637,N208AS,AUS,ORD,14:05,14:01,-4,19,17:00,16:54,-6,0,,0,978,151,0,0,0,0,0
97249,2024-10-09,AA,1516,N166AA,PHL,MDW,06:00,06:19,19,11,08:12,08:31,19,0,,0,667,110,6,5,4,0,4
97250,2024-09-25,OO,2282,N201OO,DFW,ORD,22:30,22:29,-1,21,01:03,01:08,5,0,,0,802,129,0,0,0,0,0
97251,2024-03-15,DL,4979,N213DL,BOS,FLL,06:05,06:05,0,20,09:30,09:32,2,0,,0,1239,182,0,0,0,0,0
97252,2024-05-26,OO,5253,N168OO,BNA,SLC,06:50,07:01,11,13,10:37,10:45,8,0,,0,1401,202,0,0,0,0,0
97253,2024-06-09,DL,1334,N160DL,PDX,ORD,15:35,15:32,-3,14,20:03,19:54,-9,0,,0,1735,242,0,0,0,0,0
97254,2024-07-24,AS,4774,N107AS,PDX,ORD,08:35,08:35,0,21,13:14,13:16,2,0,,0,1735,248,0,0,0,0,0
97255,2024-09-25,AA,2156,N190AA,MCO,MIA,18:25,18:25,0,24,19:37,19:53,16,0,,0,193,51,8,2,1,0,5
97256,2024-09-19,AA,1295,N141AA,IAD,SFO,07:25,07:23,-2,24,13:32,13:32,0,0,,0,2413,337,0,0,0,0,0
97257,2024-10-15,AA,5101,N160AA,SEA,SFO,06:45,06:43,-2,11,08:59,08:51,-8,0,,0,679,107,0,0,0,0,0
97258,2024-06-08,F9,3629,N113F9,DTW,MCO,13:25,13:49,24,18,16:13,16:45,32,0,,0,959,147,7,18,6,0,1
97259,2024-02-14,DL,4005,N214DL,DTW,CLT,09:00,09:00,0,19,10:49,10:52,3,0,,0,501,85,0,0,0,0,0
97260,2024-11-07,UA,1420,N208UA,SLC,IAH,10:05,10:04,-1,19,13:29,13:22,-7,0,,0,1195,175,0,0,0,0,0
97261,2024-08-16,F9,2134,N155F9,IAH,MSP,11:45,11:41,-4,18,14:46,14:40,-6,0,,0,1036,153,0,0,0,0,0
97262,2024-10-28,OO,4814,N120OO,BNA,SEA,12:35,12:38,3,27,17:40,17:51,11,0,,0,1974,280,0,0,0,0,0
97263,2024-08-13,DL,4256,N207DL,MCO,FLL,11:20,11:17,-3,19,12:33,12:30,-3,0,,0,178,44,0,0,0,0,0
97264,2024-10-01,UA,5103,N179UA,PHX,BNA,11:20,11:20,0,18,15:13,15:20,7,0,,0,1445,213,0,0,0,0,0
97265,2024-04-09,OO,5120,N164OO,IAH,AUS,10:05,10:01,-4,20,11:07,10:59,-8,0,,0,140,35,0,0,0,0,0
97266,2024-08-15,B6,3668,N135B6,SAN,PDX,16:25,17:27,62,19,19:08,20:08,60,0,,0,934,139,8,12,3,0,37
97267,2024-07-09,UA,2741,N163UA,PHX,LAX,04:40,04:37,-3,17,06:12,06:10,-2,0,,0,370,71,0,0,0,0,0
97268,2024-03-10,WN,2829,N193WN,TPA,DFW,13:30,13:34,4,17,16:15,16:24,9,0,,0,928,142,0,0,0,0,0
97269,2024-09-07,DL,1277,N147DL,LAX,IAD,09:55,09:52,-3,29,15:41,15:52,11,0,,0,2283,323,0,0,0,0,0
97270,2024-09-03,DL,1555,N217DL,MIA,DAL,11:30,11:28,-2,16,14:47,14:44,-3,0,,0,1109,169,0,0,0,0,0
97271,2024-11-05,OO,160,N138OO,SFO,PHL,10:40,10:42,2,14,16:49,16:52,3,0,,0,2515,349,0,0,0,0,0
97272,2024-11-01,AA,1360,N164AA,BWI,TPA,17:20,17:13,-7,20,20:02,19:52,-10,0,,0,844,130,0,0,0,0,0
97273,2024-11-16,B6,1113,N163B6,AUS,CLT,07:05,06:55,-10,23,10:09,10:02,-7,0,,0,1030,157,0,0,0,0,0
97274,2024-10-27,DL,1296,N105DL,JFK,BNA,09:40,09:41,1,21,11:59,12:09,10,0,,0,764,122,0,0,0,0,0
97275,2024-01-30,NK,3593,N194NK,DAL,SFO,16:30,17:44,74,21,20:26,21:39,73,0,,0,1473,209,7,14,7,0,45
97276,2024-03-19,WN,1080,N202WN,MDW,MSP,07:05,07:02,-3,14,08:37,08:38,1,0,,0,348,69,0,0,0,0,0
97277,2024-11-24,DL,3512,N106DL,IAD,DFW,19:50,19:51,1,14,23:09,23:12,3,0,,0,1170,179,0,0,0,0,0
97278,2024-09-03,AA,4596,N172AA,SLC,DAL,03:20,03:16,-4,14,06:16,06:14,-2,0,,0,998,155,0,0,0,0,0
97279,2024-11-12,UA,3492,N155UA,CLT,FLL,19:50,19:44,-6,16,22:01,21:47,-14,0,,0,633,102,0,0,0,0,0
97280,2024-08-08,B6,186,N132B6,LAX,FLL,22:15,22:10,-5,21,04:05,03:56,-9,0,,0,2338,317,0,0,0,0,0
97281,2024-05-09,OO,4858,N152OO,JFK,ORD,12:00,12:05,5,18,14:19,14:27,8,0,,0,738,118,0,0,0,0,0
97282,2024-06-06,DL,4028,N115DL,JFK,EWR,06:45,06:48,3,22,07:50,07:55,5,0,,0,120,38,0,0,0,0,0
97283,2024-06-22,NK,4555,N134NK,BOS,DEN,09:50,09:45,-5,26,14:29,14:31,2,0,,0,1750,252,0,0,0,0,0
97284,2024-09-03,G4,5785,N148G4,BNA,JFK,05:15,05:19,4,18,07:46,07:42,-4,0,,0,764,119,0,0,0,0,0
97285,2024-03-08,WN,5884,N173WN,DEN,BNA,20:05,20:03,-2,21,23:01,22:58,-3,0,,0,1011,149,0,0,0,0,0
97286,2024-05-26,MQ,4029,N178MQ,EWR,DAL,15:00,15:25,25,19,18:44,19:05,21,0,,0,1362,189,2,9,1,0,9
97287,2024-01-05,NK,1457,N135NK,SAN,DTW,17:05,17:04,-1,18,22:06,22:03,-3,0,,0,1953,278,0,0,0,0,0
97288,2024-03-13,OO,3592,N165OO,ORD,DTW,17:20,17:20,0,24,18:36,18:41,5,0,,0,234,53,0,0,0,0,0
97289,2024-07-30,UA,5815,N131UA,BNA,TPA,19:10,19:03,-7,29,21:19,21:19,0,0,,0,613,102,0,0,0,0,0
97290,2024-02-26,WN,838,N203WN,LAS,CLT,06:35,06:33,-2,23,11:35,11:38,3,0,,0,1912,273,0,0,0,0,0
97291,2024-02-21,HA,3784,N145HA,SAN,CLT,17:45,17:44,-1,12,22:56,22:56,0,0,,0,2072,297,0,0,0,0,0
97292,2024-02-28,DL,5634,N151DL,LAS,IAD,03:45,03:47,2,13,08:59,09:04,5,0,,0,2061,295,0,0,0,0,0
97293,2024-11-11,WN,992,N192WN,CLT,BWI,10:00,09:57,-3,21,11:36,11:38,2,0,,0,361,69,0,0,0,0,0
97294,2024-05-02,UA,469,N105UA,ATL,PDX,05:30,05:29,-1,23,11:03,11:07,4,0,,0,2168,305,0,0,0,0,0
97295,2024-03-20,MQ,3284,N115MQ,ORD,DTW,04:05,04:02,-3,23,05:22,05:18,-4,0,,0,234,48,0,0,0,0,0
97296,2024-08-28,UA,5070,N155UA,MSP,PDX,03:25,03:22,-3,25,07:22,07:18,-4,0,,0,1422,200,0,0,0,0,0
97297,2024-03-24,AA,5513,N203AA,BWI,PHX,20:15,20:56,41,13,01:16,01:43,27,0,,0,1994,269,20,3,1,0,3
97298,2024-04-12,AA,1093,N154AA,MIA,DFW,07:40,07:39,-1,17,10:54,11:00,6,0,,0,1120,174,0,0,0,0,0
97299,2024-06-09,OO,4669,N164OO,SEA,IAD,20:55,20:56,1,19,02:38,02:36,-2,0,,0,2300,316,0,0,0,0,0
97300,2024-05-19,DL,3438,N143DL,SFO,ATL,14:15,14:08,-7,19,19:36,19:32,-4,0,,0,2134,298,0,0,0,0,0
97301,2024-11-07,AA,3359,N170AA,DFW,IAD,10:20,10:31,11,19,13:44,13:55,11,0,,0,1170,174,0,0,0,0,0
97302,2024-05-30,DL,2358,N217DL,TPA,AUS,10:30,10:27,-3,25,13:19,13:15,-4,0,,0,926,140,0,0,0,0,0
97303,2024-02-18,NK,729,N197NK,MSP,SEA,14:25,14:27,2,19,18:12,18:18,6,0,,0,1395,208,0,0,0,0,0
97304,2024-06-23,OO,243,N152OO,LAS,MIA,09:40,09:40,0,19,15:09,15:11,2,0,,0,2171,306,0,0,0,0,0
97305,2024-03-10,DL,2265,N158DL,BWI,MSP,20:30,21:23,53,17,23:15,00:02,47,0,,0,934,139,6,3,12,0,26
97306,2024-09-11,WN,5115,N200WN,PHX,BWI,09:30,09:27,-3,22,14:43,14:41,-2,0,,0,1994,282,0,0,0,0,0
97307,2024-10-27,WN,3537,N156WN,CLT,PHX,17:40,17:33,-7,18,22:13,22:04,-9,0,,0,1769,250,0,0,0,0,0
97308,2024-07-22,DL,4330,N167DL,LAS,CLT,19:25,19:24,-1,12,00:16,00:14,-2,0,,0,1912,271,0,0,0,0,0
97309,2024-06-11,AA,3486,N177AA,DFW,DTW,12:50,12:49,-1,29,15:52,15:59,7,0,,0,986,151,0,0,0,0,0
